date,prediction,actual_return,strategy_return,daily_volume,position,cumulative_value,price,is_switch,signal,price_return
2020-04-17 11:25:00,0.0024580310564488173,0.005240174672489051,0.0,0,0.0,1.0,4580.0,False,1.0,0.005240174672489051
2020-04-17 14:10:00,0.0024580310564488173,0.01476976542137276,0.01476976542137276,1,1.0,1.0147697654213728,4604.0,False,1.0,0.01476976542137276
2020-04-17 14:55:00,0.0027589965611696243,0.001712328767123239,0.001712328767123239,0,1.0,1.016482094188496,4672.0,False,1.0,0.001712328767123239
2020-04-20 09:40:00,0.0027411403134465218,-0.002991452991452981,-0.002991452991452981,0,1.0,1.013490641197043,4680.0,False,1.0,-0.002991452991452981
2020-04-20 10:40:00,0.0028678392991423607,0.0,0.0,0,1.0,1.013490641197043,4666.0,False,1.0,0.0
2020-04-20 11:25:00,0.0028678392991423607,0.0030004286326617002,0.0030004286326617002,0,1.0,1.0164910698297047,4666.0,False,1.0,0.0030004286326617002
2020-04-20 14:10:00,0.0028678392991423607,0.0,0.0,0,1.0,1.0164910698297047,4680.0,False,1.0,0.0
2020-04-20 14:55:00,0.0028678392991423607,-0.015811965811965867,-0.015811965811965867,0,1.0,1.0006791040177387,4680.0,False,1.0,-0.015811965811965867
2020-04-21 09:40:00,0.0027411403134465218,-0.01953973078593141,-0.01953973078593141,0,1.0,0.9811393732318074,4606.0,False,1.0,-0.01953973078593141
2020-04-21 10:40:00,0.002661527832970023,-0.00310008857395927,-0.00310008857395927,0,1.0,0.9780392846578482,4516.0,False,1.0,-0.00310008857395927
2020-04-21 11:25:00,0.0025386358611285686,-0.011994669035984007,-0.011994669035984007,0,1.0,0.9660446156218642,4502.0,False,1.0,-0.011994669035984007
2020-04-21 14:10:00,0.002661527832970023,0.006744604316546665,0.006744604316546665,0,1.0,0.9727892199384108,4448.0,False,1.0,0.006744604316546665
2020-04-21 14:55:00,0.0026353278663009405,-0.01831174631531929,-0.01831174631531929,0,1.0,0.9544774736230915,4478.0,False,1.0,-0.01831174631531929
2020-04-22 09:40:00,0.002425986574962735,0.009554140127388644,0.009554140127388644,0,1.0,0.9640316137504802,4396.0,False,1.0,0.009554140127388644
2020-04-22 10:40:00,0.002552685560658574,0.004055881027489772,0.004055881027489772,0,1.0,0.96808749477797,4438.0,False,1.0,0.004055881027489772
2020-04-22 11:25:00,0.002552685560658574,-0.006732495511669656,-0.006732495511669656,0,1.0,0.9613549992663003,4456.0,False,1.0,-0.006732495511669656
2020-04-22 14:10:00,0.002493303269147873,0.0,0.0,0,1.0,0.9613549992663003,4426.0,False,1.0,0.0
2020-04-22 14:55:00,0.002327108755707741,0.00451875282422054,0.00451875282422054,0,1.0,0.9658737520905208,4426.0,False,1.0,0.00451875282422054
2020-04-23 09:40:00,0.001876089838333428,0.003598740440845738,0.003598740440845738,0,1.0,0.9694724925313666,4446.0,False,1.0,0.003598740440845738
2020-04-23 10:40:00,0.0022090994752943516,0.00044822949350065144,0.00044822949350065144,0,1.0,0.9699207220248672,4462.0,False,1.0,0.00044822949350065144
2020-04-23 11:25:00,0.002412596484646201,-0.0013440860215053752,-0.0013440860215053752,0,1.0,0.9685766360033619,4464.0,False,1.0,-0.0013440860215053752
2020-04-23 14:10:00,0.002412596484646201,0.004486316733961493,0.004486316733961493,0,1.0,0.9730629527373234,4458.0,False,1.0,0.004486316733961493
2020-04-23 14:55:00,0.00257282005622983,0.0008932559178205235,0.0008932559178205235,0,1.0,0.9739562086551439,4478.0,False,1.0,0.0008932559178205235
2020-04-24 09:40:00,0.0025753374211490154,-0.009370816599732268,-0.009370816599732268,0,1.0,0.9645853920554116,4482.0,False,1.0,-0.009370816599732268
2020-04-24 10:40:00,0.0029624933376908302,-0.0018018018018017834,-0.0018018018018017834,0,1.0,0.9627835902536098,4440.0,False,1.0,-0.0018018018018017834
2020-04-24 11:25:00,0.00302635645493865,0.0027075812274368616,0.0027075812274368616,0,1.0,0.9654911714810467,4432.0,False,1.0,0.0027075812274368616
2020-04-24 14:10:00,0.00302635645493865,-0.013501350135013523,-0.013501350135013523,0,1.0,0.9519898213460332,4444.0,False,1.0,-0.013501350135013523
2020-04-24 14:55:00,0.00302635645493865,-0.012773722627737238,-0.012773722627737238,0,1.0,0.9392160987182959,4384.0,False,1.0,-0.012773722627737238
2020-04-27 09:40:00,0.002899657469242811,0.00600739371534198,0.00600739371534198,0,1.0,0.9452234924336379,4328.0,False,1.0,0.00600739371534198
2020-04-27 10:40:00,0.00275618233717978,-0.00413412953605885,-0.00413412953605885,0,1.0,0.941089362897579,4354.0,False,1.0,-0.00413412953605885
2020-04-27 11:25:00,0.0026165489107370377,-0.01060885608856088,-0.01060885608856088,0,1.0,0.9304805068090182,4336.0,False,1.0,-0.01060885608856088
2020-04-27 14:10:00,0.0026165489107370377,0.013053613053612967,0.013053613053612967,0,1.0,0.9435341198626311,4290.0,False,1.0,0.013053613053612967
2020-04-27 14:55:00,0.002699191216379404,-0.00046019328117807845,-0.00046019328117807845,0,1.0,0.9430739265814531,4346.0,False,1.0,-0.00046019328117807845
2020-04-28 09:40:00,0.002751285210251808,-0.0032228360957642366,-0.0032228360957642366,0,1.0,0.9398510904856888,4344.0,False,1.0,-0.0032228360957642366
2020-04-28 10:40:00,0.002699191216379404,-0.0009237875288683473,-0.0009237875288683473,0,1.0,0.9389273029568205,4330.0,False,1.0,-0.0009237875288683473
2020-04-28 11:25:00,0.0027458302211016417,-0.00277392510402219,-0.00277392510402219,0,1.0,0.9361533778527983,4326.0,False,1.0,-0.00277392510402219
2020-04-28 14:10:00,0.0026353278663009405,0.0027816411682892728,0.0027816411682892728,0,1.0,0.9389350190210876,4314.0,False,1.0,0.0027816411682892728
2020-04-28 14:55:00,0.002563254442065954,0.00832177531206657,0.00832177531206657,0,1.0,0.9472567943331541,4326.0,False,1.0,0.00832177531206657
2020-04-29 09:40:00,0.0026637003757059574,0.0009170105456213218,0.0009170105456213218,0,1.0,0.9481738048787755,4362.0,False,1.0,0.0009170105456213218
2020-04-29 10:40:00,0.0027091267984360456,0.001832340815391742,0.001832340815391742,0,1.0,0.9500061456941672,4366.0,False,1.0,0.001832340815391742
2020-04-29 11:25:00,0.0027091267984360456,-0.0009144947416552807,-0.0009144947416552807,0,1.0,0.9490916509525119,4374.0,False,1.0,-0.0009144947416552807
2020-04-29 14:10:00,0.003015371272340417,-0.004576659038901587,-0.004576659038901587,0,1.0,0.9445149919136103,4370.0,False,1.0,-0.004576659038901587
2020-04-29 14:55:00,0.0025364896282553673,0.009195402298850519,0.009195402298850519,0,1.0,0.9537103942124608,4350.0,False,1.0,0.009195402298850519
2020-04-30 09:40:00,0.0023074394557625055,0.0054669703872436415,0.0054669703872436415,0,1.0,0.9591773645997045,4390.0,False,1.0,0.0054669703872436415
2020-04-30 10:40:00,0.00207594339735806,0.0009062075215224841,0.0009062075215224841,0,1.0,0.960083572121227,4414.0,False,1.0,0.0009062075215224841
2020-04-30 11:25:00,0.00201208028011024,0.004526935264825616,0.004526935264825616,0,1.0,0.9646105073860526,4418.0,False,1.0,0.004526935264825616
2020-04-30 14:10:00,0.002062978455796838,-0.0013519603424966276,-0.0013519603424966276,0,1.0,0.963258547043556,4438.0,False,1.0,-0.0013519603424966276
2020-04-30 14:55:00,0.0012308668810874224,-0.013537906137184086,-0.013537906137184086,0,1.0,0.9497206409063719,4432.0,False,1.0,-0.013537906137184086
2020-05-06 09:40:00,-6.903937901370227e-06,-0.0018298261665141702,-0.0018298261665141702,0,1.0,0.9478908147398577,4372.0,False,0.0,-0.0018298261665141702
2020-05-06 10:40:00,0.0002450021856930107,-0.002749770852429001,-0.0,1,0.0,0.9478908147398577,4364.0,False,0.0,-0.002749770852429001
2020-05-06 11:25:00,0.000678615178912878,-0.007352941176470562,-0.0,1,0.0,0.9478908147398577,4352.0,False,0.0,-0.007352941176470562
2020-05-06 14:10:00,0.0015238800551742315,0.0009259259259259967,0.0,0,0.0,0.9478908147398577,4320.0,False,0.0,0.0009259259259259967
2020-05-06 14:55:00,0.0016509764827787876,-0.0037002775208140326,-0.0,0,0.0,0.9478908147398577,4324.0,False,0.0,-0.0037002775208140326
2020-05-07 09:40:00,0.002253511920571327,0.006499535747446661,0.0,0,0.0,0.9478908147398577,4308.0,False,0.0,0.006499535747446661
2020-05-07 10:40:00,0.0019016377627849579,0.0004612546125462025,0.0,0,0.0,0.9478908147398577,4336.0,False,0.0,0.0004612546125462025
2020-05-07 11:25:00,0.0019188621081411839,0.006454587367450415,0.0,0,0.0,0.9478908147398577,4338.0,False,0.0,0.006454587367450415
2020-05-07 14:10:00,0.002130503300577402,0.0013742556115436955,0.0,0,0.0,0.9478908147398577,4366.0,False,0.0,0.0013742556115436955
2020-05-07 14:55:00,0.0023225059267133474,-0.006404391582799596,-0.0,0,0.0,0.9478908147398577,4372.0,False,1.0,-0.006404391582799596
2020-05-07 21:35:00,0.0023461165837943554,0.01012891344383049,0.01012891344383049,0,1.0,0.9580197281836882,4344.0,False,1.0,0.01012891344383049
